Station Name,Code,Line,Service(s),Ridership,Status,Region,CT District,County,City,MPO,RPTA,Address,Latitude,Longitude,Facility Owner,Platform Owner,Track Owner,Setting,Capitol Corridor,San Joaquins,Pacific Surfliner,Caltrain,ACE,SMART,Metrolink,COASTER,Amtrak Long Distance,Tracks,Island Platforms,Side Platforms,Track Crossing,Station ADA Accessibility,Accessible Platform,Shelter Type,Restrooms,Accessible Restrooms,Wifi,ATMs,Food,Real-Time Schedule,Ticket Machines,Staffed,Station Hours,Staffed Hours,Long Term Parking Spaces,Accessible Parking Spaces,Total Parking Spaces,Parking Owner,Class 1,Class 2,Class 3,Other,Total,Planned,Bike Rack Spaces,Bike Locker Spaces,Total Bike Parking,Sidewalks Present,Condition,Crosswalks,Connectivity,Future HSR,Commuter Service,Thruway Bus,Local Rail,Local Bus,Signal Priority/ITS,Link,Fare Transfer,Distance (Ft.) Between Rail Platform/Bus Stop,Population (.5 Miles),Population (1 Miles),Population (3 Miles),Jobs (.5 Miles),Jobs (1 Miles),Jobs (3 Miles),Jobs/Population Ratio (.5 Miles),Jobs/Population Ratio (1 Mile),Jobs/Population Ratio (3 Miles),CalEnviroScreen (Score),CalEnviroScreen (Percentile),Fatalities (Ped),Injuries (Ped),Fatalities (Bike),Injuries (Bike),Score,Category,Score,Category,Primary Land Use(s),TOD,Link,Intersections (1 Mile),Percentile,Intersections (3 Mile),Percentile,Population (1 Mile Catchment),Population (3 Mile Catchment),Jobs (1 Mile Catchment),Jobs (3 Mile Catchment),Population Index (1 Mile Catchment),Population Index (3 Mile Catchment),Jobs Index (1 Mile Catchment),Jobs Index (3 Mile Catchment),Station Website #1,Station Website #2,Station Website #3,Station Website #4,Great American Stations Website,Bike GIS Link,Active Transportation Plan
Grossmont,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,La Mesa,San Diego Association of Governments,San Diego Association of Governments,"8601 Fletcher Parkway, La Mesa, California United States",32.781014,-117.012397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,220,,,,,,,,,,,,,,,,,,,,,,,,4808.390958,19378.45763,150460.1156,8941,16769,52072,1.859457785,0.865342347,0.346085072,25.29969682,0.44966443,,,,,64,Somewhat Walkable,33,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Willowbrook - Rosa Parks Station - Metro Blue Line,,Metro,Metro,,Active,,7,Los Angeles,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,,33.928048,-118.237555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,234,,,,,,,,,,,,,,,,,,,,,,,,11039.22049,46651.61744,427300.5949,1855,5507,57415,0.168037227,0.11804521,0.134366768,60.17613242,0.969798658,,,,,57,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Willowbrook - Rosa Parks Station - Metro Green Line,,Metro,Metro,,Active,,7,Los Angeles,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,,33.928258,-118.238052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,234,,,,,,,,,,,,,,,,,,,,,,,,11054.46236,46860.80191,427636.0818,1823,5401,57733,0.164910779,0.115256244,0.135004978,60.20924342,0.97147651,,,,,57,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Mather Field/Mills,,SacRT,SacRT,,Active,,3,Sacramento,Rancho Cordova,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.584758,-121.311147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,235,SacRT,,,,,,,,,,,,,,,,,,,,,,,5708.860359,18884.45931,95510.09704,1138,8476,65093,0.19933926,0.448834667,0.681530037,35.82233059,0.676174497,,,,,62,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Amaya Drive,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,La Mesa,San Diego Association of Governments,San Diego Association of Governments,"9100 Amaya Drive, La Mesa, California United States",32.7855,-117.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,236,,,,,,,,,,,,,,,,,,,,,,,,4505.517904,17754.48208,148166.7225,6456,12511,64357,1.432909632,0.704667134,0.434355292,22.07963444,0.359060403,,,,,67,Somewhat Walkable,23,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Pacific Coast Hwy Station,,Metro,Metro,,Active,,7,Los Angeles,Long Beach,Southern California Association of Governments,Southern California Association of Governments,,33.78909,-118.189382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,240,,,,,,,,,,,,,,,,,,,,,,,,21027.66662,70388.85356,265519.3967,1924,10195,131020,0.091498502,0.144838273,0.493447942,54.53503796,0.937919463,,,,,87,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts Avenue,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,Lemon Grove,San Diego Association of Governments,San Diego Association of Governments,"1787 San Altos Place, Lemon Grove, California United States",32.723811,-117.040095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,241,,,,,,,,,,,,,,,,,,,,,,,,5558.351492,23410.09832,222932.724,324,1311,28114,0.058290664,0.056001473,0.126109794,22.33931945,0.367449664,,,,,29,Car Dependent,18,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Watt/I-80,,SacRT,SacRT,,Active,,3,Sacramento,Unincorporated,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.645278,-121.383056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,243,SacRT,,,,,,,,,,,,,,,,,,,,,,,757.3218229,8782.530767,124606.4748,2349,5720,47173,3.101719677,0.651292908,0.378575833,46.16579539,0.823825503,,,,,40,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Watt/I-80 West,,SacRT,SacRT,,Active,,3,Sacramento,Unincorporated,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.642778,-121.394444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,248,SacRT,,,,,,,,,,,,,,,,,,,,,,,651.9192539,5138.498095,118975.6747,1842,5406,50370,2.825503295,1.052058384,0.423363853,49.57632613,0.870805369,,,,,13,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
El Monte,,,Metrolink,,Active,,7,Los Angeles,El Monte,Southern California Association of Governments,Southern California Association of Governments,10925 Railroad Street,34.0768,-118.0356,City of El Monte,,,,,,,,,,,,,4,1,,Grade,,,Shelter,Yes,,,,,,Machines Available,,,,238,11,249,,4.417496763,0.770505185,1.185939358,,6.373941307,50.75586625,,,,Yes,Fair,No,Good,,,,,"Yes (Foothill Transit, Metro Buses, City of El Monte Commuter Shuttles, City of El Monte Trolley)",,,,440,5703.610842,30784.55834,239948.6563,3518,13129,81907,0.61680225,0.426480051,0.341352193,50.66002771,0.890939597,6,182,13,1065,77,Very Walkable,,,,,,393,0.542372881,2776,0.576271186,14565.55244,179637.1538,10033,57101,0.473144759,0.748648301,0.764186153,0.697144322,https://metrolinktrains.com/rider-info/general-info/stations/el-monte/,,,,,,
Harbor Freeway Station,,Metro,Metro,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,,33.928714,-118.2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,253,,,,,,,,,,,,,,,,,,,,,,,,9761.966259,44087.17733,362673.6666,645,3373,65308,0.066072754,0.076507506,0.18007373,56.998049,0.94966443,,,,,56,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Grantville,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,San Diego,San Diego Association of Governments,San Diego Association of Governments,"4510 Alvarado Canyon Road San Diego, CA 92120",32.780556,-117.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,254,,,,,,,,,,,,,,,,,,,,,,,,2266.22548,13868.80624,232009.5694,3808,11959,82648,1.680327061,0.862294836,0.356226686,16.43800875,0.197986577,,,,,43,Car-Dependent,23,Minimal Bike Infrastructure,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,SCC,"CCJPA, ACE, Caltrain","Capitol Corridor, Caltrain, ACE",,Active,,4,Santa Clara,Santa Clara,Metropolitan Transportation Commission,Metropolitan Transportation Commission,1001 Railroad Avenue,37.353056,-121.936389,PCJPB,PCJPB,,,Bi-hourly,,,Peak hour/direction,Peak hour/direction,,,,,5,1,1,Tunnel,Yes,Yes,Shelter,No,No,No,No,,Yes,Machines Available,No,NA,NA,245,11,256,PCJPB (Caltrain),,4.75516057,9.041268784,,13.79642935,,13,48,61,Yes,Fair,Yes,Fair,No,ACE/Caltrain,No,No,Yes,Yes,https://www.mercurynews.com/2008/03/31/vta-announces-upgraded-signal-device-to-reduce-commute-time/,Yes (VTA buses),550,4444.346468,18481.00395,184324.0545,3221,16326,253851,0.724740977,0.883393567,1.377199523,30.55369039,0.567114094,4,79,8,1063,69,Somewhat Walkable,,,,,,397,0.56779661,3862,0.889830508,13407.34677,105856.1749,9039,105335,0.725466365,0.574293871,0.553656744,0.414948139,https://www.capitolcorridor.org/stations/santa-clara-university/,https://www.caltrain.com/stations/santaclarastation.html,https://acerail.com/stations/,,https://www.greatamericanstations.com/stations/santa-clara-university-ca-scc/,,
Suisun-Fairfield,SUI,CCJPA,Capitol Corridor,,Active,,4,Solano,Unincorporated,Metropolitan Transportation Commission,Metropolitan Transportation Commission,177 Main St. (Under Highway 12),38.243287,-122.041272,City of Suisun,UPRR,,,Hourly,,,,,,,,,2,1,1,Grade,,Yes,Building,Yes,Yes,No,No,,Yes,2 Machines,No,7am-2pm,NA,258,5,263,City of Suisun,3.500234471,4.738341574,2.607589195,,10.84616524,,5,8,13,Yes,Good,Yes,Fair,No,None,No,None,Yes,No,,Yes (Fairfield and Suisun Transit),220,4009.644208,13182.97107,93235.78943,5833,8182,29425,1.45474254,0.620649166,0.315597692,30.73045839,0.572147651,4,105,4,301,68,Somewhat Walkable,,,,,,382,0.508474576,2052,0.440677966,3449.46061,56741.62073,1104,21872,0.261660334,0.608581973,0.134930335,0.743313509,https://www.capitolcorridor.org/stations/suisunfairfield/,,,,https://www.greatamericanstations.com/stations/suisun-fairfield-ca-sui/,,
Bayfront/E Street,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,Chula Vista,San Diego Association of Governments,San Diego Association of Governments,"750 E Street, Chula Vista, California United States",32.639909,-117.098537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,267,,,,,,,,,,,,,,,,,,,,,,,,6605.280329,19311.88763,131134.5672,4734,10950,55362,0.716699332,0.56700827,0.422177014,43.06531864,0.780201342,,,,,82,Very Walkable,58,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Branham,,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.26729563,-121.8593814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,7330.845998,27790.48793,233105.9643,957,4798,50603,0.130544278,0.172649002,0.217081533,16.35570636,0.189597315,,,,,45,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Montebello/Commerce,,,Metrolink,,Active,,7,Los Angeles,Montebello,Southern California Association of Governments,Southern California Association of Governments,2000 Flotilla Street,34.007,-118.1261,City of Montebello,,,,,,,,,,,,,2,1,1,Grade,,,Shelter,No,,,,,,Machines Available,,,,267,8,275,,,,,,,39.53131874,8,,8,Yes,Good,Yes,Fair,,,,,"Yes (Montebello Bus Line, Montebello Link, Metro Rapid and Metro Buses)",,,,600,5201.457433,27144.70018,215633.6799,3453,13527,122968,0.6638524,0.498329321,0.570263421,52.00586393,0.906040268,5,167,8,880,58,Somewhat Walkable,,,,,,483,0.754237288,3787,0.86440678,15356.1956,131940.5601,5238,83036,0.565716162,0.611873619,0.387225549,0.67526511,https://metrolinktrains.com/rider-info/general-info/stations/montebellocommerce/,,,,,,
Tamien,TAM,,Caltrain,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,1355 Lick Ave.,37.3127,-121.884781,,,UP,,,,,Peak hour/direction,,,,,,3,1,,Tunnel,Yes,,Shelter,,,,,,,2 Machines,,,,275,,275,,3.018364008,6.383047399,15.47286825,,24.87427966,,18,28,,Yes,Fair,Yes,Fair,,Yes,,VTA,Yes,,,,670,8970.843573,30744.54156,265749.9358,751,9604,138829,0.08371565,0.312380654,0.522404642,28.67084125,0.538590604,17,176,16,1476,54,Somewhat Walkable,,,,,,486,0.796610169,4400,0.966101695,20408.53886,158163.6947,3260,94099,0.663810154,0.59515986,0.339441899,0.67780507,https://www.caltrain.com/stations/tamienstation.html,,,,,,
Tamien (VTA),,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.31192747,-121.8848087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,8490.949222,30580.32642,265246.0461,700,9726,139174,0.082440724,0.318047619,0.524697736,28.18175589,0.52852349,,,,,54,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Moorpark,MPK,"Metrolink, Amtrak","Pacific Surfliner, Metrolink",,Active,,7,Ventura,Moorpark,Southern California Association of Governments,Southern California Association of Governments,High St. at Moorpark Ave.,34.285278,-118.876944,Ventura County Transportation Commission,City of Moorpark,,,,,< Bi-hourly,,,,,,,2,1,1,Grade,,Yes,None,No,No,No,No,,Yes,Machines Available,No,NA,NA,270,8,278,City of Moorpark,0.836122333,11.36028926,,,12.19641159,,,,,Yes,Fair,No,Good,No,Metrolink,Yes,None,"Yes (VISTA East County Dial-A-Ride, Moorpark City Transit, Thousand Oaks Transit Shuttle)",No,,Yes (Ventura County Transportation Commission Intercity Bus),300,4140.872605,10715.31842,36375.99704,2139,4444,13392,0.51655779,0.414733359,0.368154857,19.69791004,0.30033557,4,40,3,65,75,Very Walkable,,,,,,262,0.262711864,1131,0.177966102,6291.827047,24815.57218,2909,11783,0.587180595,0.682196344,0.654590459,0.879853644,https://www.pacificsurfliner.com/destinations/moorpark/,https://metrolinktrains.com/rider-info/general-info/stations/moorpark/,,,https://www.greatamericanstations.com/stations/moorpark-ca-mpk/,,
Sacramento,SAC,"CCJPA, SJJPA, California Zyphyr, Coast Starlight","Capitol Corridor, San Joaquins, Amtrak Long Distance",,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,"401 ""I"" St. (at 5th)",38.584791,-121.500517,City of Sacramento,City of Sacramento,,,Hourly,< Bi-hourly,,,,,,,< Bi-hourly,6,2,,Tunnel,,Yes,Building,Yes,Yes,No,Yes,,Yes,3 Machines,Yes,5:00am - 12:00am,5:00am - 12:00am,275,10,285,City of Sacramento,5.26416595,26.17354826,8.378831884,1.364906625,41.18145272,,19,40,59,Yes,Good,Yes,Good,Yes (phase 2),None,Yes,RT,Yes,Planned,https://www.smartregionsacramento.org/wp-content/uploads/2019/03/Smart-Region-Sacramento-ITS-Master-Plan_FINAL_02.2019.pdf,"Yes (Placer County Commuter Express Bus**, Roseville Transit monthly pass**, Elk Grove Transit buses, Farfield and Suisine Transit, Sacramento Regional Transit, Yolobus)",1000,4130.202653,13877.31567,136060.5904,33272,89811,176139,8.055779049,6.471784757,1.294562955,53.67403677,0.924496644,9,358,14,1323,89,Very Walkable,,,,Yes,https://www.cityofsacramento.org/-/media/Corporate/Files/CDD/Planning/Major-Projects/Railyards---1/R2016-0383-Adopting-2016-Sacramento-Railyards-Specific-Plan.pdf?la=en,515,0.838983051,4052,0.93220339,8973.536906,77974.34803,76627,150436,0.646633479,0.573085475,0.853202837,0.854075474,https://www.capitolcorridor.org/stations/sacramento/,,,,https://www.greatamericanstations.com/stations/sacramento-ca-sac/,,
Artesia Station,,Metro,Metro,,Active,,7,Los Angeles,Compton,Southern California Association of Governments,Southern California Association of Governments,,33.876082,-118.222503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,288,,,,,,,,,,,,,,,,,,,,,,,,1834.203382,14454.63238,256322.4408,6126,12839,87374,3.339869537,0.888227363,0.340875343,68.05498059,0.993288591,,,,,40,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Atlantic Station,,Metro,Metro,,Active,,7,Los Angeles,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,,34.033398,-118.154469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,289,,,,,,,,,,,,,,,,,,,,,,,,7649.210668,40955.17071,273085.072,7466,14932,112186,0.976048422,0.364593768,0.410809713,45.52607607,0.815436242,,,,,78,Very Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Rialto,,,Metrolink,,Active,,8,San Bernardino,Rialto,Southern California Association of Governments,Southern California Association of Governments,292 South Palm Avenue,34.0969,-117.3729,City of Rialto,,,,,,,,,,,,,1,,1,N/A,,,Shelter,Yes,,,,,,Machines Available,,,,280,9,289,,1.824039599,,,,1.824039599,29.83275876,4,,4,Yes,Fair,Yes,Good,,,,,Yes (Omnitrans),,,,760,5743.167111,24393.01168,171580.8512,1763,5129,31081,0.306973481,0.210265139,0.181144923,43.45886736,0.788590604,6,112,4,282,62,Somewhat Walkable,,,,,,437,0.644067797,2915,0.593220339,11608.19941,125857.8951,2782,16508,0.475882173,0.73351947,0.542405927,0.531128342,https://metrolinktrains.com/rider-info/general-info/stations/rialto/,,,,,,
Jurupa Valley/Pedley,,,Metrolink,,Active,,8,Riverside,Jurupa Valley,Southern California Association of Governments,Southern California Association of Governments,6001 Pedley Road,33.9779,-117.4762,Riverside County Transportation Commission,,,,,,,,,,,,,2,1,1,Grade,,,Shelter,No,,,,,,Machines Available,,,,283,11,294,,,0.241724907,,,0.241724907,24.95190122,Yes,Yes,,Yes,Good,No,Fair,,,,,Yes (Riverside Transit Authority),,,,600,2052.770688,8190.774868,90782.80238,993,2083,18163,0.483736447,0.254310494,0.200070933,42.95103446,0.77852349,3,18,3,140,47,Car-Dependent,,,,,,163,0.118644068,1402,0.305084746,3755.522378,37706.71799,1425,9012,0.458506361,0.415350893,0.684109458,0.49617354,https://metrolinktrains.com/rider-info/general-info/stations/jurupa-valleypedley/,,,,,,
H Street,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,Chula Vista,San Diego Association of Governments,San Diego Association of Governments,"745 H Street, Chula Vista, California United States",32.629544,-117.094552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,295,,,,,,,,,,,,,,,,,,,,,,,,5204.427504,20990.34235,132545.2463,4072,11766,54498,0.782410745,0.560543502,0.411165255,38.80519413,0.72147651,,,,,73,Very Walkable,62,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Northridge,,Metrolink,Metrolink,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,8775 Wilbur Ave.,34.229444,-118.544722,City of Los Angeles,,,,,,,,,,,,,1,,1,N/A,,,Shelter,Yes,,,,,,Machines Available,,,,290,8,298,,,12.60396251,1.813573109,1.218623005,15.63615862,53.92511382,8,,8,Yes,Good,Yes,Poor,No,,,,"Yes (Metro Buses, LADOT - Dash, Cal State Northridge Shuttle)",,,,230,6911.018407,27920.8981,241971.9054,2710,16791,88475,0.392127446,0.601377504,0.365641622,36.11685271,0.682885906,5,258,9,1008,54,Somewhat Walkable,,,,,,380,0.5,3583,0.796610169,14509.98322,163969.3859,7431,58628,0.519681823,0.677638115,0.442558513,0.662650466,https://metrolinktrains.com/rider-info/general-info/stations/northridge/,,,,,,
Power Inn,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.54735,-121.40745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,299,SacRT,,,,,,,,,,,,,,,,,,,,,,,1177.522658,9513.379565,131087.7481,3572,8243,84187,3.033487277,0.866463904,0.642218676,41.59824314,0.768456376,,,,,29,Car-Dependent,,,,,,,,,,,,,,,,,,,,,,,,
Palomar Street,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,Chula Vista,San Diego Association of Governments,San Diego Association of Governments,"745 Industrial Avenue, Chula Vista, California United States",32.602932,-117.085312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,305,,,,,,,,,,,,,,,,,,,,,,,,3558.779217,19478.91509,194565.0629,3392,10301,45413,0.953135835,0.52882822,0.233407783,37.40215229,0.703020134,,,,,75,Very Walkable,54,Bikeable,,,,,,,,,,,,,,,,,,,,,,
Upland,,,Metrolink,,Active,,8,San Bernardino,Upland,Southern California Association of Governments,Southern California Association of Governments,300 East A Street,34.0945,-117.6474,City of Upland,,,,,,,,,,,,,1,,1,N/A,,,Shelter,No,,,,,,Machines Available,,,,294,14,308,,4.300470881,15.35325939,11.93466214,,31.58839241,14.89001301,10,4,14,Yes,Good,Yes,Fair,,,,,Yes (Omnitrans),,,,1150,5740.069707,25070.32128,191008.8691,2397,9260,62872,0.417590748,0.369361042,0.32915749,44.69637693,0.805369128,4,103,7,716,84,Very Walkable,,,,,,485,0.779661017,3483,0.754237288,16262.59126,134930.616,4124,39782,0.648679013,0.706410213,0.445356371,0.632745896,https://metrolinktrains.com/rider-info/general-info/stations/upland/,,,,,,
Fontana,,,Metrolink,,Active,,8,San Bernardino,Fontana,Southern California Association of Governments,Southern California Association of Governments,16777 Orange Way,34.0952,-117.4381,City of Fontana,,,,,,,,,,,,,1,,1,N/A,,,Shelter,No,,,,,,Machines Available,,,,309,,309,,6.692022753,,,,6.692022753,45.08981308,,,,Yes,Good,Yes,Good,,,,,Yes (Omnitrans),,,,420,7372.516277,31384.60187,176693.2641,1265,5587,42013,0.171583209,0.178017234,0.237773637,44.43347542,0.80033557,11,122,6,372,76,Very Walkable,,,,,,314,0.313559322,2394,0.508474576,19632.40904,135334.1643,3910,26650,0.625542714,0.765927128,0.699838912,0.63432747,https://metrolinktrains.com/rider-info/general-info/stations/fontana/,,,,,,
Swanston,,SacRT,SacRT,,Active,,3,Sacramento,Sacramento,Sacramento Area Council of Governments,Sacramento Area Council of Governments,,38.607778,-121.439444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,311,SacRT,,,,,,,,,,,,,,,,,,,,,,,3211.375815,13038.82139,146895.7281,6919,24631,100675,2.154528276,1.889051108,0.685350087,44.81184585,0.80704698,,,,,64,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Buena Park,,,Metrolink,,Active,,12,Orange,Buena Park,Southern California Association of Governments,Southern California Association of Governments,8400 Lakeknoll Drive,33.8762,-117.9884,City of Buena Park,,,,,,,,,,,,,3,,2,Bridge,,,Shelter,Yes,,,,,,Machines Available,,,,302,11,313,,0.888917629,0.335569239,1.571625361,,2.796112229,12.54269456,,,,Yes,Good,Yes,Fair,,,,,Yes (Orange County Transportation Authority),,,,200,7635.635853,27027.67392,190745.5549,1363,9491,86302,0.178505108,0.351158595,0.452445668,35.99652454,0.679530201,5,92,10,595,33,Car-Dependent,,,,,,566,0.906779661,3979,0.906779661,14762.17275,116711.5813,3858,50660,0.546187319,0.611870517,0.406490359,0.587008412,https://metrolinktrains.com/rider-info/general-info/stations/buena-park/,,,,,,
Moreno Valley/March Field,,,Metrolink,,Active,,8,Riverside,Unincorporated,Southern California Association of Governments,Southern California Association of Governments,14160 Meridian Parkway,33.9133,-117.2878,Riverside County Transportation Commission,,,,,,,,,,,,,2,,1,Grade,,,Shelter,Yes,,,,,,Machines Available,,,,292,24,316,,,,,,,4.486128251,,,,Yes,Good,Yes,Fair,,,Yes,,Yes (Riverside Transit Agency),,,,640,709.7118126,4688.135137,87641.58907,999,3832,29227,1.407613601,0.817382581,0.333483228,58.36517915,0.959731544,4,12,2,167,11,Car-Dependent,,,,,,101,0.050847458,1977,0.415254237,686.2210738,30055.40454,1019,14408,0.146373996,0.342935413,0.26591858,0.49296883,https://metrolinktrains.com/rider-info/general-info/stations/moreno-valleymarch-field/,,,,,,
Santa Clara (VTA),,VTA,VTA,,Active,,4,Santa Clara,San Jose,Metropolitan Transportation Commission,Metropolitan Transportation Commission,,37.33579586,-121.8889102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,9348.034076,41765.48373,262398.8269,34369,47289,176276,3.676601917,1.132250743,0.67178654,32.19369749,0.612416107,,,,,69,Somewhat Walkable,,,,,,,,,,,,,,,,,,,,,,,,
Spring Street,,MTS Trolley,MTS Trolley,,Active,,11,San Diego,La Mesa,San Diego Association of Governments,San Diego Association of Governments,"4250 Spring Street, La Mesa, California, United States",32.756972,-117.017108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,324,,,,,,,,,,,,,,,,,,,,,,,,5336.616245,18447.31405,176450.6478,670,7753,47955,0.12554772,0.420277986,0.27177571,18.93305976,0.263422819,,,,,75,Very Walkable,25,Somewhat Bikeable,,,,,,,,,,,,,,,,,,,,,,
Sun Valley,,,Metrolink,,Active,,7,Los Angeles,Los Angeles,Southern California Association of Governments,Southern California Association of Governments,8360 San Fernando Road,34.2225,-118.373889,City of Los Angeles,,,,,,,,,,,,,1,,1,N/A,,,None,No,,,,,,Machines Available,,,,320,8,328,,,30.80691714,,,30.80691714,20.28870302,4,4,8,Yes,Good,Yes (missing on one side),Good,No,,,,Yes (MTA),,,,380,4665.051345,21236.29245,162121.2069,2937,10616,122306,0.629575064,0.499898936,0.754410865,53.42814034,0.919463087,12,163,8,669,64,Somewhat Walkable,,,,,,360,0.43220339,2451,0.516949153,14719.3775,104922.0169,4431,102247,0.693123696,0.647182555,0.417388847,0.835993328,https://metrolinktrains.com/rider-info/general-info/stations/sun-valley/,,,,,,
